person_id,night_index,age,chronotype_code,bedtime_hour,screen_minutes_before_bed,caffeine_mg,exercise_minutes,stress_level,ambient_noise_db,room_temp_c,resting_hr,steps,snooze_count,alarm_response_ms,sleep_consistency,sleep_debt_hours,sleep_duration,wakeup_consistency,wake_success
7,35,22,2,23.36,7,35,96,37.7,29.4,20.0,67,5768,1,7206,68.3,0.46,7.07,71.5,0
7,36,22,2,23.72,41,46,54,39.3,32.1,19.6,66,10354,1,7791,66.0,0.42,7.56,70.8,1
7,37,22,2,23.8,16,46,14,47.5,26.8,18.7,65,11264,1,7504,65.9,0.34,7.4,72.2,1
7,38,22,2,24.59,37,57,0,41.1,34.8,18.3,66,6537,1,7086,65.9,0.33,6.59,71.0,1
8,14,30,0,21.9,41,111,0,48.0,35.4,16.8,65,3928,0,7096,71.1,1.11,6.3,88.5,0
8,15,30,0,22.05,42,104,0,51.2,33.2,17.7,67,5834,0,7229,72.6,1.13,7.57,89.9,1
8,16,30,0,23.61,64,106,38,43.2,30.7,16.2,67,5133,0,7247,72.5,1.06,5.87,91.0,0
8,17,30,0,21.87,62,91,22,59.0,34.5,16.8,70,5541,1,7286,70.8,1.14,7.56,93.0,0
8,20,30,0,21.4,30,131,0,35.8,30.9,17.8,66,4894,1,6915,70.4,1.09,6.68,89.8,0
8,21,30,0,21.21,33,82,118,57.8,32.6,16.8,66,6264,1,6606,68.9,1.12,7.66,90.9,1
8,22,30,0,21.82,47,107,40,53.5,24.2,17.6,65,6313,1,5908,67.4,1.08,6.55,90.4,0
8,23,30,0,22.45,37,64,10,45.3,29.5,17.9,67,7120,1,5884,66.2,1.12,7.14,91.9,0
8,24,30,0,22.16,70,121,0,58.4,31.9,16.9,67,5500,1,6188,67.7,1.14,6.33,91.9,1
8,27,30,0,21.62,46,45,120,40.4,33.2,16.5,66,8255,1,6288,68.2,1.24,7.36,78.8,0
8,28,30,0,22.02,49,87,52,37.1,30.2,17.1,62,7604,1,6010,67.7,1.2,6.98,78.8,0
8,29,30,0,21.03,9,79,45,49.2,32.8,18.4,66,7273,1,5890,68.9,1.15,7.89,78.8,1
8,30,30,0,22.16,22,102,0,53.8,29.7,16.8,65,2491,1,5898,67.3,1.12,6.79,78.4,1
8,31,30,0,22.22,42,99,0,50.6,30.9,17.7,67,5159,1,5611,69.3,1.06,7.34,78.4,1
8,33,30,0,22.34,86,75,40,51.3,30.3,17.2,64,5087,1,5727,66.6,1.05,6.85,74.9,1
8,34,30,0,22.05,43,117,0,59.4,31.7,17.4,67,7721,1,5850,69.9,1.09,6.79,74.9,1
8,35,30,0,21.46,45,85,91,57.0,33.9,18.4,66,6685,1,6058,72.3,1.08,7.29,73.5,1
8,36,30,0,22.0,38,79,0,62.6,33.0,17.7,66,8608,1,5986,72.6,1.1,7.21,74.9,1
8,37,30,0,22.99,54,97,0,49.3,34.9,17.9,64,3650,1,5957,73.8,1.06,6.74,75.0,1
8,38,30,0,22.06,65,120,76,45.4,38.8,18.4,66,5574,1,5610,72.7,1.09,7.26,76.0,1
9,14,25,1,23.14,45,109,0,14.5,60.1,22.7,62,5929,1,11687,39.6,1.55,5.36,28.8,0
9,15,25,1,22.5,25,163,56,10.9,53.7,22.1,67,7978,1,12179,39.1,1.5,6.52,27.5,0
9,16,25,1,23.25,25,170,17,4.4,57.0,23.0,65,7089,1,13088,39.8,1.5,5.65,28.2,0
9,17,25,1,22.4,40,171,0,17.2,55.0,22.9,69,7379,1,13769,40.0,1.49,6.18,27.6,0
9,20,25,1,23.2,48,51,0,0.9,62.3,22.2,61,7104,1,14921,54.2,1.54,5.76,42.4,1
9,21,25,1,23.58,39,133,0,18.7,53.3,24.0,66,4530,1,13972,54.5,1.52,5.07,41.6,0
9,22,25,1,22.73,57,186,0,14.2,57.8,22.9,68,6156,1,14382,56.1,1.6,5.86,40.2,1
9,23,25,1,22.35,14,157,71,20.4,56.0,22.4,65,7554,1,14237,56.6,1.68,6.6,40.8,0
9,24,25,1,22.11,66,173,47,18.5,56.0,21.4,65,6958,1,15282,55.7,1.6,6.65,42.6,0
9,27,25,1,22.96,52,62,23,25.7,41.9,21.3,62,7732,1,15023,53.4,1.48,6.06,48.8,1
9,28,25,1,22.16,34,97,107,7.0,60.3,22.6,61,9164,1,14581,53.8,1.47,6.91,49.7,1
9,29,25,1,22.34,34,92,68,16.4,52.3,22.0,64,7903,1,13887,53.3,1.36,6.65,52.5,1
9,30,25,1,23.61,26,123,113,6.2,53.9,21.3,64,5984,1,13664,53.1,1.35,5.62,51.7,0
9,31,25,1,23.24,32,151,25,0.0,54.0,21.6,68,8280,1,13148,53.2,1.35,5.54,48.8,0
9,34,25,1,23.3,65,80,14,16.0,54.7,21.0,59,7110,1,12600,64.8,1.41,5.61,29.7,1
9,35,25,1,22.49,38,141,58,13.3,52.2,21.6,62,8703,1,12402,64.8,1.42,6.45,30.4,0
9,36,25,1,22.28,17,166,0,20.0,55.3,21.6,63,8584,1,12593,64.1,1.33,6.75,29.3,1
9,37,25,1,22.81,59,128,46,13.2,54.7,20.8,61,8201,1,13315,64.1,1.26,6.26,30.6,1
9,38,25,1,23.27,16,173,78,2.7,58.2,22.2,61,8511,1,11990,64.8,1.29,5.67,32.3,0
10,14,28,2,25.12,24,40,93,28.6,40.4,21.4,69,5244,1,6892,66.1,0.54,6.24,75.7,0
10,15,28,2,24.24,27,127,0,24.3,31.9,20.4,71,5338,1,7165,66.1,0.61,6.92,75.7,0
10,16,28,2,23.85,52,105,34,40.7,43.8,20.0,68,2706,1,7767,66.1,0.61,7.18,75.7,1
10,17,28,2,24.65,60,130,36,34.1,33.2,20.0,69,7138,1,8167,65.9,0.61,6.48,74.1,0
10,18,28,2,22.51,55,115,32,11.8,42.0,20.8,72,3392,1,8816,67.1,0.65,8.13,72.7,1
10,19,28,2,26.0,97,116,0,23.3,42.0,19.0,68,4391,1,9223,65.6,0.66,6.07,60.2,0
10,20,28,2,24.15,35,115,0,35.8,28.5,19.5,70,4314,1,9469,62.4,0.78,7.06,58.9,0
10,21,28,2,25.92,46,110,0,9.4,40.1,18.4,66,5170,1,9694,68.3,0.8,5.21,59.6,0
10,22,28,2,23.13,61,133,10,19.9,33.8,19.9,73,3748,1,11031,67.2,0.93,8.02,57.9,1
10,23,28,2,22.96,61,125,72,31.5,32.8,20.0,68,3731,1,11078,66.1,0.87,8.21,57.3,0
10,24,28,2,24.19,49,57,0,10.9,36.7,18.9,66,3545,1,11210,64.5,0.78,7.09,57.9,1
10,27,28,2,24.29,70,62,0,32.7,31.4,19.2,66,3906,1,11133,63.7,0.7,6.86,88.0,1
10,28,28,2,23.47,65,117,0,33.1,35.5,19.5,69,2918,1,10371,63.7,0.68,7.44,87.0,1
10,29,28,2,22.51,38,75,0,42.5,39.6,20.4,67,4570,1,9963,62.9,0.6,7.94,84.8,1
10,30,28,2,24.23,50,60,0,29.0,36.2,18.9,68,3621,1,9464,59.0,0.52,6.86,80.8,1
10,31,28,2,22.49,23,85,0,24.9,33.5,19.5,65,6428,1,9408,59.2,0.55,8.21,79.4,1
10,34,28,2,24.52,66,111,17,34.6,31.8,19.7,71,4020,0,6769,62.3,0.39,6.61,59.4,1
10,35,28,2,25.88,46,80,0,35.0,33.3,19.8,71,2531,1,6149,62.2,0.42,5.17,57.6,0
10,36,28,2,24.7,20,161,52,30.6,37.7,19.0,74,4745,1,4816,62.4,0.43,6.37,55.4,0
10,37,28,2,25.6,84,130,0,33.2,36.3,20.3,71,4696,1,5335,62.8,0.54,5.23,53.2,0
10,38,28,2,24.65,51,179,0,39.7,36.8,19.3,72,4514,1,6086,63.1,0.76,6.42,52.3,0
11,14,30,1,22.04,35,66,120,34.8,26.2,16.9,61,6797,1,8568,72.3,0.76,7.98,68.7,1
11,15,30,1,22.53,30,33,0,38.0,27.0,17.6,61,4875,1,8531,71.3,0.64,7.22,68.7,1
11,16,30,1,22.87,32,77,65,15.0,29.6,17.8,61,6663,1,8182,70.7,0.59,6.85,68.7,0
11,17,30,1,23.09,31,48,0,39.3,27.0,17.4,62,5515,1,8279,70.6,0.58,6.55,69.6,0
11,18,30,1,23.66,38,112,0,34.2,33.7,16.6,66,7590,1,9727,70.8,0.64,6.9,69.3,1
11,19,30,1,23.57,25,68,0,29.0,27.8,16.7,61,4903,1,10047,74.6,0.79,7.14,47.8,1
11,20,30,1,22.71,34,93,0,39.8,29.1,17.5,63,6693,1,10836,75.6,0.8,6.88,49.3,1
11,21,30,1,22.59,31,67,0,36.3,26.7,17.5,60,3653,1,10664,75.5,0.82,7.13,49.3,1
11,22,30,1,22.77,10,42,113,18.8,33.6,17.2,63,6556,1,10884,75.6,0.82,7.14,50.3,1
11,23,30,1,22.98,42,87,0,51.7,27.5,17.2,61,2834,1,10250,75.8,0.78,6.65,51.7,1
11,24,30,1,23.3,46,120,62,33.4,34.0,17.1,66,6429,1,9671,75.6,0.81,6.21,52.0,1
11,27,30,1,22.71,21,73,42,45.5,30.0,17.4,58,6059,1,8551,68.7,0.81,6.95,63.9,1
11,28,30,1,23.12,7,75,66,39.2,28.2,17.1,65,7172,1,8334,68.9,0.83,6.93,65.8,1
11,29,30,1,23.86,59,93,21,43.7,31.9,17.0,64,6138,1,8325,69.9,0.91,5.64,65.1,0
